depot,route,date,min,min_rest,max,max_rest,min_path,max_path,min_resp_path,max_resp_path
0521,300,20220617,055733,2-0,092416,2-0,0521_300-20220617/0521_300-20220617-055733-2-0.json,0521_300-20220617/0521_300-20220617-092416-2-0.json,0521_300-20220617/0521_300-20220617-055733-2-0.txt,0521_300-20220617/0521_300-20220617-092416-2-0.txt
0521,301,20220530,064538,154-154,064538,154-154,0521_301-20220530/0521_301-20220530-064538-154-154.json,0521_301-20220530/0521_301-20220530-064538-154-154.json,0521_301-20220530/0521_301-20220530-064538-154-154.txt,0521_301-20220530/0521_301-20220530-064538-154-154.txt
0521,301,20220531,054500,159-0,064436,148-148,0521_301-20220531/0521_301-20220531-054500-159-0.json,0521_301-20220531/0521_301-20220531-064436-148-148.json,0521_301-20220531/0521_301-20220531-054500-159-0.txt,0521_301-20220531/0521_301-20220531-064436-148-148.txt
0521,301,20220601,053213,135-0,062223,131-131,0521_301-20220601/0521_301-20220601-053213-135-0.json,0521_301-20220601/0521_301-20220601-062223-131-131.json,0521_301-20220601/0521_301-20220601-053213-135-0.txt,0521_301-20220601/0521_301-20220601-062223-131-131.txt
0521,301,20220602,053759,139-0,054739,133-133,0521_301-20220602/0521_301-20220602-053759-139-0.json,0521_301-20220602/0521_301-20220602-054739-133-133.json,0521_301-20220602/0521_301-20220602-053759-139-0.txt,0521_301-20220602/0521_301-20220602-054739-133-133.txt
0521,301,20220603,053852,106-0,063715,103-103,0521_301-20220603/0521_301-20220603-053852-106-0.json,0521_301-20220603/0521_301-20220603-063715-103-103.json,0521_301-20220603/0521_301-20220603-053852-106-0.txt,0521_301-20220603/0521_301-20220603-063715-103-103.txt
0521,301,20220607,055050,118-0,063933,110-110,0521_301-20220607/0521_301-20220607-055050-118-0.json,0521_301-20220607/0521_301-20220607-063933-110-110.json,0521_301-20220607/0521_301-20220607-055050-118-0.txt,0521_301-20220607/0521_301-20220607-063933-110-110.txt
0521,301,20220608,053331,167-0,063258,166-166,0521_301-20220608/0521_301-20220608-053331-167-0.json,0521_301-20220608/0521_301-20220608-063258-166-166.json,0521_301-20220608/0521_301-20220608-053331-167-0.txt,0521_301-20220608/0521_301-20220608-063258-166-166.txt
0521,301,20220609,054447,161-0,063137,146-146,0521_301-20220609/0521_301-20220609-054447-161-0.json,0521_301-20220609/0521_301-20220609-063137-146-146.json,0521_301-20220609/0521_301-20220609-054447-161-0.txt,0521_301-20220609/0521_301-20220609-063137-146-146.txt
0521,301,20220610,054723,146-0,063624,142-142,0521_301-20220610/0521_301-20220610-054723-146-0.json,0521_301-20220610/0521_301-20220610-063624-142-142.json,0521_301-20220610/0521_301-20220610-054723-146-0.txt,0521_301-20220610/0521_301-20220610-063624-142-142.txt
0521,301,20220613,060743,148-0,065320,145-145,0521_301-20220613/0521_301-20220613-060743-148-0.json,0521_301-20220613/0521_301-20220613-065320-145-145.json,0521_301-20220613/0521_301-20220613-060743-148-0.txt,0521_301-20220613/0521_301-20220613-065320-145-145.txt
0521,301,20220614,053247,170-0,062909,166-166,0521_301-20220614/0521_301-20220614-053247-170-0.json,0521_301-20220614/0521_301-20220614-062909-166-166.json,0521_301-20220614/0521_301-20220614-053247-170-0.txt,0521_301-20220614/0521_301-20220614-062909-166-166.txt
0521,301,20220615,052610,146-0,061704,141-141,0521_301-20220615/0521_301-20220615-052610-146-0.json,0521_301-20220615/0521_301-20220615-061704-141-141.json,0521_301-20220615/0521_301-20220615-052610-146-0.txt,0521_301-20220615/0521_301-20220615-061704-141-141.txt
0521,301,20220616,053402,141-0,053736,137-0,0521_301-20220616/0521_301-20220616-053402-141-0.json,0521_301-20220616/0521_301-20220616-053736-137-0.json,0521_301-20220616/0521_301-20220616-053402-141-0.txt,0521_301-20220616/0521_301-20220616-053736-137-0.txt
0521,301,20220617,051858,114-0,060456,113-113,0521_301-20220617/0521_301-20220617-051858-114-0.json,0521_301-20220617/0521_301-20220617-060456-113-113.json,0521_301-20220617/0521_301-20220617-051858-114-0.txt,0521_301-20220617/0521_301-20220617-060456-113-113.txt
0521,301,20220618,053622,49-0,055328,49-49,0521_301-20220618/0521_301-20220618-053622-49-0.json,0521_301-20220618/0521_301-20220618-055328-49-49.json,0521_301-20220618/0521_301-20220618-053622-49-0.txt,0521_301-20220618/0521_301-20220618-055328-49-49.txt
0521,301,20220620,053901,107-0,061915,97-97,0521_301-20220620/0521_301-20220620-053901-107-0.json,0521_301-20220620/0521_301-20220620-061915-97-97.json,0521_301-20220620/0521_301-20220620-053901-107-0.txt,0521_301-20220620/0521_301-20220620-061915-97-97.txt
0521,301,20220621,054120,146-0,064156,142-142,0521_301-20220621/0521_301-20220621-054120-146-0.json,0521_301-20220621/0521_301-20220621-064156-142-142.json,0521_301-20220621/0521_301-20220621-054120-146-0.txt,0521_301-20220621/0521_301-20220621-064156-142-142.txt
0521,301,20220622,053139,134-0,061235,129-129,0521_301-20220622/0521_301-20220622-053139-134-0.json,0521_301-20220622/0521_301-20220622-061235-129-129.json,0521_301-20220622/0521_301-20220622-053139-134-0.txt,0521_301-20220622/0521_301-20220622-061235-129-129.txt
0521,302,20220530,082328,108-0,084628,126-0,0521_302-20220530/0521_302-20220530-082328-108-0.json,0521_302-20220530/0521_302-20220530-084628-126-0.json,0521_302-20220530/0521_302-20220530-082328-108-0.txt,0521_302-20220530/0521_302-20220530-084628-126-0.txt
0521,302,20220531,081653,123-0,095010,148-148,0521_302-20220531/0521_302-20220531-081653-123-0.json,0521_302-20220531/0521_302-20220531-095010-148-148.json,0521_302-20220531/0521_302-20220531-081653-123-0.txt,0521_302-20220531/0521_302-20220531-095010-148-148.txt
0521,302,20220601,082406,117-0,092712,120-120,0521_302-20220601/0521_302-20220601-082406-117-0.json,0521_302-20220601/0521_302-20220601-092712-120-120.json,0521_302-20220601/0521_302-20220601-082406-117-0.txt,0521_302-20220601/0521_302-20220601-092712-120-120.txt
0521,302,20220602,082202,114-0,091245,106-106,0521_302-20220602/0521_302-20220602-082202-114-0.json,0521_302-20220602/0521_302-20220602-091245-106-106.json,0521_302-20220602/0521_302-20220602-082202-114-0.txt,0521_302-20220602/0521_302-20220602-091245-106-106.txt
0521,302,20220603,082433,128-0,091803,123-123,0521_302-20220603/0521_302-20220603-082433-128-0.json,0521_302-20220603/0521_302-20220603-091803-123-123.json,0521_302-20220603/0521_302-20220603-082433-128-0.txt,0521_302-20220603/0521_302-20220603-091803-123-123.txt
0521,302,20220607,082712,112-0,091028,107-107,0521_302-20220607/0521_302-20220607-082712-112-0.json,0521_302-20220607/0521_302-20220607-091028-107-107.json,0521_302-20220607/0521_302-20220607-082712-112-0.txt,0521_302-20220607/0521_302-20220607-091028-107-107.txt
0521,302,20220608,082043,123-0,094137,148-148,0521_302-20220608/0521_302-20220608-082043-123-0.json,0521_302-20220608/0521_302-20220608-094137-148-148.json,0521_302-20220608/0521_302-20220608-082043-123-0.txt,0521_302-20220608/0521_302-20220608-094137-148-148.txt
0521,302,20220609,082941,121-0,092241,121-121,0521_302-20220609/0521_302-20220609-082941-121-0.json,0521_302-20220609/0521_302-20220609-092241-121-121.json,0521_302-20220609/0521_302-20220609-082941-121-0.txt,0521_302-20220609/0521_302-20220609-092241-121-121.txt
0521,302,20220610,083203,146-0,083923,145-145,0521_302-20220610/0521_302-20220610-083203-146-0.json,0521_302-20220610/0521_302-20220610-083923-145-145.json,0521_302-20220610/0521_302-20220610-083203-146-0.txt,0521_302-20220610/0521_302-20220610-083923-145-145.txt
0521,302,20220611,060325,65-0,062837,63-63,0521_302-20220611/0521_302-20220611-060325-65-0.json,0521_302-20220611/0521_302-20220611-062837-63-63.json,0521_302-20220611/0521_302-20220611-060325-65-0.txt,0521_302-20220611/0521_302-20220611-062837-63-63.txt
0521,302,20220613,082042,81-0,085744,74-74,0521_302-20220613/0521_302-20220613-082042-81-0.json,0521_302-20220613/0521_302-20220613-085744-74-74.json,0521_302-20220613/0521_302-20220613-082042-81-0.txt,0521_302-20220613/0521_302-20220613-085744-74-74.txt
0521,302,20220614,082850,138-0,083721,129-129,0521_302-20220614/0521_302-20220614-082850-138-0.json,0521_302-20220614/0521_302-20220614-083721-129-129.json,0521_302-20220614/0521_302-20220614-082850-138-0.txt,0521_302-20220614/0521_302-20220614-083721-129-129.txt
0521,302,20220615,083158,130-0,094059,134-134,0521_302-20220615/0521_302-20220615-083158-130-0.json,0521_302-20220615/0521_302-20220615-094059-134-134.json,0521_302-20220615/0521_302-20220615-083158-130-0.txt,0521_302-20220615/0521_302-20220615-094059-134-134.txt
0521,302,20220616,081437,115-0,085738,107-107,0521_302-20220616/0521_302-20220616-081437-115-0.json,0521_302-20220616/0521_302-20220616-085738-107-107.json,0521_302-20220616/0521_302-20220616-081437-115-0.txt,0521_302-20220616/0521_302-20220616-085738-107-107.txt
0521,302,20220617,081535,99-0,085735,93-93,0521_302-20220617/0521_302-20220617-081535-99-0.json,0521_302-20220617/0521_302-20220617-085735-93-93.json,0521_302-20220617/0521_302-20220617-081535-99-0.txt,0521_302-20220617/0521_302-20220617-085735-93-93.txt
0521,302,20220620,081630,87-0,084458,82-82,0521_302-20220620/0521_302-20220620-081630-87-0.json,0521_302-20220620/0521_302-20220620-084458-82-82.json,0521_302-20220620/0521_302-20220620-081630-87-0.txt,0521_302-20220620/0521_302-20220620-084458-82-82.txt
0521,302,20220621,084401,111-0,085237,108-105,0521_302-20220621/0521_302-20220621-084401-111-0.json,0521_302-20220621/0521_302-20220621-085237-108-105.json,0521_302-20220621/0521_302-20220621-084401-111-0.txt,0521_302-20220621/0521_302-20220621-085237-108-105.txt
0521,302,20220622,083550,153-0,084245,147-147,0521_302-20220622/0521_302-20220622-083550-153-0.json,0521_302-20220622/0521_302-20220622-084245-147-147.json,0521_302-20220622/0521_302-20220622-083550-153-0.txt,0521_302-20220622/0521_302-20220622-084245-147-147.txt
0521,303,20220531,053710,143-0,061117,130-130,0521_303-20220531/0521_303-20220531-053710-143-0.json,0521_303-20220531/0521_303-20220531-061117-130-130.json,0521_303-20220531/0521_303-20220531-053710-143-0.txt,0521_303-20220531/0521_303-20220531-061117-130-130.txt
0521,303,20220601,053821,127-0,060800,124-124,0521_303-20220601/0521_303-20220601-053821-127-0.json,0521_303-20220601/0521_303-20220601-060800-124-124.json,0521_303-20220601/0521_303-20220601-053821-127-0.txt,0521_303-20220601/0521_303-20220601-060800-124-124.txt
0521,303,20220602,054351,130-0,061510,128-128,0521_303-20220602/0521_303-20220602-054351-130-0.json,0521_303-20220602/0521_303-20220602-061510-128-128.json,0521_303-20220602/0521_303-20220602-054351-130-0.txt,0521_303-20220602/0521_303-20220602-061510-128-128.txt
0521,303,20220603,053414,119-0,055712,115-115,0521_303-20220603/0521_303-20220603-053414-119-0.json,0521_303-20220603/0521_303-20220603-055712-115-115.json,0521_303-20220603/0521_303-20220603-053414-119-0.txt,0521_303-20220603/0521_303-20220603-055712-115-115.txt
0521,303,20220607,053146,93-0,060344,90-90,0521_303-20220607/0521_303-20220607-053146-93-0.json,0521_303-20220607/0521_303-20220607-060344-90-90.json,0521_303-20220607/0521_303-20220607-053146-93-0.txt,0521_303-20220607/0521_303-20220607-060344-90-90.txt
0521,303,20220608,053212,146-0,060550,144-144,0521_303-20220608/0521_303-20220608-053212-146-0.json,0521_303-20220608/0521_303-20220608-060550-144-144.json,0521_303-20220608/0521_303-20220608-053212-146-0.txt,0521_303-20220608/0521_303-20220608-060550-144-144.txt
0521,303,20220609,054936,119-0,061413,117-117,0521_303-20220609/0521_303-20220609-054936-119-0.json,0521_303-20220609/0521_303-20220609-061413-117-117.json,0521_303-20220609/0521_303-20220609-054936-119-0.txt,0521_303-20220609/0521_303-20220609-061413-117-117.txt
0521,303,20220610,060922,126-126,060954,126-126,0521_303-20220610/0521_303-20220610-060922-126-126.json,0521_303-20220610/0521_303-20220610-060954-126-126.json,0521_303-20220610/0521_303-20220610-060922-126-126.txt,0521_303-20220610/0521_303-20220610-060954-126-126.txt
0521,303,20220613,053844,113-0,060742,106-106,0521_303-20220613/0521_303-20220613-053844-113-0.json,0521_303-20220613/0521_303-20220613-060742-106-106.json,0521_303-20220613/0521_303-20220613-053844-113-0.txt,0521_303-20220613/0521_303-20220613-060742-106-106.txt
0521,303,20220614,054341,145-0,061943,141-141,0521_303-20220614/0521_303-20220614-054341-145-0.json,0521_303-20220614/0521_303-20220614-061943-141-141.json,0521_303-20220614/0521_303-20220614-054341-145-0.txt,0521_303-20220614/0521_303-20220614-061943-141-141.txt
0521,303,20220615,053000,114-0,060156,112-112,0521_303-20220615/0521_303-20220615-053000-114-0.json,0521_303-20220615/0521_303-20220615-060156-112-112.json,0521_303-20220615/0521_303-20220615-053000-114-0.txt,0521_303-20220615/0521_303-20220615-060156-112-112.txt
0521,303,20220616,060031,121-121,060142,120-120,0521_303-20220616/0521_303-20220616-060031-121-121.json,0521_303-20220616/0521_303-20220616-060142-120-120.json,0521_303-20220616/0521_303-20220616-060031-121-121.txt,0521_303-20220616/0521_303-20220616-060142-120-120.txt
0521,303,20220617,052525,124-0,055632,122-122,0521_303-20220617/0521_303-20220617-052525-124-0.json,0521_303-20220617/0521_303-20220617-055632-122-122.json,0521_303-20220617/0521_303-20220617-052525-124-0.txt,0521_303-20220617/0521_303-20220617-055632-122-122.txt
0521,303,20220620,052723,96-0,060549,103-103,0521_303-20220620/0521_303-20220620-052723-96-0.json,0521_303-20220620/0521_303-20220620-060549-103-103.json,0521_303-20220620/0521_303-20220620-052723-96-0.txt,0521_303-20220620/0521_303-20220620-060549-103-103.txt
0521,303,20220621,054117,129-0,061909,128-128,0521_303-20220621/0521_303-20220621-054117-129-0.json,0521_303-20220621/0521_303-20220621-061909-128-128.json,0521_303-20220621/0521_303-20220621-054117-129-0.txt,0521_303-20220621/0521_303-20220621-061909-128-128.txt
0521,303,20220622,053019,125-0,060220,123-123,0521_303-20220622/0521_303-20220622-053019-125-0.json,0521_303-20220622/0521_303-20220622-060220-123-123.json,0521_303-20220622/0521_303-20220622-053019-125-0.txt,0521_303-20220622/0521_303-20220622-060220-123-123.txt
0521,304,20220531,054417,162-0,062245,160-160,0521_304-20220531/0521_304-20220531-054417-162-0.json,0521_304-20220531/0521_304-20220531-062245-160-160.json,0521_304-20220531/0521_304-20220531-054417-162-0.txt,0521_304-20220531/0521_304-20220531-062245-160-160.txt
0521,304,20220601,054238,158-0,061546,158-158,0521_304-20220601/0521_304-20220601-054238-158-0.json,0521_304-20220601/0521_304-20220601-061546-158-158.json,0521_304-20220601/0521_304-20220601-054238-158-0.txt,0521_304-20220601/0521_304-20220601-061546-158-158.txt
0521,304,20220602,053619,143-0,061653,141-141,0521_304-20220602/0521_304-20220602-053619-143-0.json,0521_304-20220602/0521_304-20220602-061653-141-141.json,0521_304-20220602/0521_304-20220602-053619-143-0.txt,0521_304-20220602/0521_304-20220602-061653-141-141.txt
0521,304,20220603,054230,141-0,063720,139-139,0521_304-20220603/0521_304-20220603-054230-141-0.json,0521_304-20220603/0521_304-20220603-063720-139-139.json,0521_304-20220603/0521_304-20220603-054230-141-0.txt,0521_304-20220603/0521_304-20220603-063720-139-139.txt
0521,304,20220604,052800,50-0,054512,50-50,0521_304-20220604/0521_304-20220604-052800-50-0.json,0521_304-20220604/0521_304-20220604-054512-50-50.json,0521_304-20220604/0521_304-20220604-052800-50-0.txt,0521_304-20220604/0521_304-20220604-054512-50-50.txt
0521,304,20220607,051846,96-0,055826,95-95,0521_304-20220607/0521_304-20220607-051846-96-0.json,0521_304-20220607/0521_304-20220607-055826-95-95.json,0521_304-20220607/0521_304-20220607-051846-96-0.txt,0521_304-20220607/0521_304-20220607-055826-95-95.txt
0521,304,20220608,053030,132-0,063013,134-134,0521_304-20220608/0521_304-20220608-053030-132-0.json,0521_304-20220608/0521_304-20220608-063013-134-134.json,0521_304-20220608/0521_304-20220608-053030-132-0.txt,0521_304-20220608/0521_304-20220608-063013-134-134.txt
0521,304,20220609,053400,139-0,063022,136-136,0521_304-20220609/0521_304-20220609-053400-139-0.json,0521_304-20220609/0521_304-20220609-063022-136-136.json,0521_304-20220609/0521_304-20220609-053400-139-0.txt,0521_304-20220609/0521_304-20220609-063022-136-136.txt
0521,304,20220610,053801,147-0,063639,144-144,0521_304-20220610/0521_304-20220610-053801-147-0.json,0521_304-20220610/0521_304-20220610-063639-144-144.json,0521_304-20220610/0521_304-20220610-053801-147-0.txt,0521_304-20220610/0521_304-20220610-063639-144-144.txt
0521,304,20220613,053130,124-0,061401,122-122,0521_304-20220613/0521_304-20220613-053130-124-0.json,0521_304-20220613/0521_304-20220613-061401-122-122.json,0521_304-20220613/0521_304-20220613-053130-124-0.txt,0521_304-20220613/0521_304-20220613-061401-122-122.txt
0521,304,20220614,054245,163-0,062732,161-161,0521_304-20220614/0521_304-20220614-054245-163-0.json,0521_304-20220614/0521_304-20220614-062732-161-161.json,0521_304-20220614/0521_304-20220614-054245-163-0.txt,0521_304-20220614/0521_304-20220614-062732-161-161.txt
0521,304,20220615,053654,138-0,061934,136-136,0521_304-20220615/0521_304-20220615-053654-138-0.json,0521_304-20220615/0521_304-20220615-061934-136-136.json,0521_304-20220615/0521_304-20220615-053654-138-0.txt,0521_304-20220615/0521_304-20220615-061934-136-136.txt
0521,304,20220616,053450,119-119,054915,120-120,0521_304-20220616/0521_304-20220616-053450-119-119.json,0521_304-20220616/0521_304-20220616-054915-120-120.json,0521_304-20220616/0521_304-20220616-053450-119-119.txt,0521_304-20220616/0521_304-20220616-054915-120-120.txt
0521,304,20220617,052921,112-0,060954,110-110,0521_304-20220617/0521_304-20220617-052921-112-0.json,0521_304-20220617/0521_304-20220617-060954-110-110.json,0521_304-20220617/0521_304-20220617-052921-112-0.txt,0521_304-20220617/0521_304-20220617-060954-110-110.txt
0521,304,20220618,052746,50-0,060202,50-50,0521_304-20220618/0521_304-20220618-052746-50-0.json,0521_304-20220618/0521_304-20220618-060202-50-50.json,0521_304-20220618/0521_304-20220618-052746-50-0.txt,0521_304-20220618/0521_304-20220618-060202-50-50.txt
0521,304,20220620,052619,102-0,055008,100-100,0521_304-20220620/0521_304-20220620-052619-102-0.json,0521_304-20220620/0521_304-20220620-055008-100-100.json,0521_304-20220620/0521_304-20220620-052619-102-0.txt,0521_304-20220620/0521_304-20220620-055008-100-100.txt
0521,304,20220621,053841,154-0,062835,152-152,0521_304-20220621/0521_304-20220621-053841-154-0.json,0521_304-20220621/0521_304-20220621-062835-152-152.json,0521_304-20220621/0521_304-20220621-053841-154-0.txt,0521_304-20220621/0521_304-20220621-062835-152-152.txt
0521,304,20220622,052739,131-0,061127,133-133,0521_304-20220622/0521_304-20220622-052739-131-0.json,0521_304-20220622/0521_304-20220622-061127-133-133.json,0521_304-20220622/0521_304-20220622-052739-131-0.txt,0521_304-20220622/0521_304-20220622-061127-133-133.txt
0521,305,20220531,053556,144-0,060818,141-141,0521_305-20220531/0521_305-20220531-053556-144-0.json,0521_305-20220531/0521_305-20220531-060818-141-141.json,0521_305-20220531/0521_305-20220531-053556-144-0.txt,0521_305-20220531/0521_305-20220531-060818-141-141.txt
0521,305,20220601,052648,142-0,060655,141-141,0521_305-20220601/0521_305-20220601-052648-142-0.json,0521_305-20220601/0521_305-20220601-060655-141-141.json,0521_305-20220601/0521_305-20220601-052648-142-0.txt,0521_305-20220601/0521_305-20220601-060655-141-141.txt
0521,305,20220602,053405,158-0,061315,141-141,0521_305-20220602/0521_305-20220602-053405-158-0.json,0521_305-20220602/0521_305-20220602-061315-141-141.json,0521_305-20220602/0521_305-20220602-053405-158-0.txt,0521_305-20220602/0521_305-20220602-061315-141-141.txt
0521,305,20220603,052622,117-0,055408,114-114,0521_305-20220603/0521_305-20220603-052622-117-0.json,0521_305-20220603/0521_305-20220603-055408-114-114.json,0521_305-20220603/0521_305-20220603-052622-117-0.txt,0521_305-20220603/0521_305-20220603-055408-114-114.txt
0521,305,20220607,051845,98-0,055007,98-98,0521_305-20220607/0521_305-20220607-051845-98-0.json,0521_305-20220607/0521_305-20220607-055007-98-98.json,0521_305-20220607/0521_305-20220607-051845-98-0.txt,0521_305-20220607/0521_305-20220607-055007-98-98.txt
0521,305,20220608,051923,110-0,052759,112-112,0521_305-20220608/0521_305-20220608-051923-110-0.json,0521_305-20220608/0521_305-20220608-052759-112-112.json,0521_305-20220608/0521_305-20220608-051923-110-0.txt,0521_305-20220608/0521_305-20220608-052759-112-112.txt
0521,305,20220609,052558,147-0,060347,133-133,0521_305-20220609/0521_305-20220609-052558-147-0.json,0521_305-20220609/0521_305-20220609-060347-133-133.json,0521_305-20220609/0521_305-20220609-052558-147-0.txt,0521_305-20220609/0521_305-20220609-060347-133-133.txt
0521,305,20220610,054025,122-0,061610,122-122,0521_305-20220610/0521_305-20220610-054025-122-0.json,0521_305-20220610/0521_305-20220610-061610-122-122.json,0521_305-20220610/0521_305-20220610-054025-122-0.txt,0521_305-20220610/0521_305-20220610-061610-122-122.txt
0521,305,20220613,051352,109-0,055327,111-111,0521_305-20220613/0521_305-20220613-051352-109-0.json,0521_305-20220613/0521_305-20220613-055327-111-111.json,0521_305-20220613/0521_305-20220613-051352-109-0.txt,0521_305-20220613/0521_305-20220613-055327-111-111.txt
0521,305,20220617,052539,129-0,060029,128-128,0521_305-20220617/0521_305-20220617-052539-129-0.json,0521_305-20220617/0521_305-20220617-060029-128-128.json,0521_305-20220617/0521_305-20220617-052539-129-0.txt,0521_305-20220617/0521_305-20220617-060029-128-128.txt
0521,305,20220618,051331,39-0,052656,41-41,0521_305-20220618/0521_305-20220618-051331-39-0.json,0521_305-20220618/0521_305-20220618-052656-41-41.json,0521_305-20220618/0521_305-20220618-051331-39-0.txt,0521_305-20220618/0521_305-20220618-052656-41-41.txt
0521,305,20220620,052010,116-0,055508,113-113,0521_305-20220620/0521_305-20220620-052010-116-0.json,0521_305-20220620/0521_305-20220620-055508-113-113.json,0521_305-20220620/0521_305-20220620-052010-116-0.txt,0521_305-20220620/0521_305-20220620-055508-113-113.txt
0521,305,20220621,052528,138-0,055721,137-137,0521_305-20220621/0521_305-20220621-052528-138-0.json,0521_305-20220621/0521_305-20220621-055721-137-137.json,0521_305-20220621/0521_305-20220621-052528-138-0.txt,0521_305-20220621/0521_305-20220621-055721-137-137.txt
0521,305,20220622,052704,127-0,060145,123-123,0521_305-20220622/0521_305-20220622-052704-127-0.json,0521_305-20220622/0521_305-20220622-060145-123-123.json,0521_305-20220622/0521_305-20220622-052704-127-0.txt,0521_305-20220622/0521_305-20220622-060145-123-123.txt
0521,307,20220531,052515,146-0,060047,147-147,0521_307-20220531/0521_307-20220531-052515-146-0.json,0521_307-20220531/0521_307-20220531-060047-147-147.json,0521_307-20220531/0521_307-20220531-052515-146-0.txt,0521_307-20220531/0521_307-20220531-060047-147-147.txt
0521,307,20220601,053040,123-0,055742,123-123,0521_307-20220601/0521_307-20220601-053040-123-0.json,0521_307-20220601/0521_307-20220601-055742-123-123.json,0521_307-20220601/0521_307-20220601-053040-123-0.txt,0521_307-20220601/0521_307-20220601-055742-123-123.txt
0521,307,20220602,052817,122-0,055921,122-122,0521_307-20220602/0521_307-20220602-052817-122-0.json,0521_307-20220602/0521_307-20220602-055921-122-122.json,0521_307-20220602/0521_307-20220602-052817-122-0.txt,0521_307-20220602/0521_307-20220602-055921-122-122.txt
0521,307,20220603,052611,105-0,053502,107-107,0521_307-20220603/0521_307-20220603-052611-105-0.json,0521_307-20220603/0521_307-20220603-053502-107-107.json,0521_307-20220603/0521_307-20220603-052611-105-0.txt,0521_307-20220603/0521_307-20220603-053502-107-107.txt
0521,307,20220604,052148,55-0,055013,58-58,0521_307-20220604/0521_307-20220604-052148-55-0.json,0521_307-20220604/0521_307-20220604-055013-58-58.json,0521_307-20220604/0521_307-20220604-052148-55-0.txt,0521_307-20220604/0521_307-20220604-055013-58-58.txt
0521,307,20220607,051806,68-0,054219,68-68,0521_307-20220607/0521_307-20220607-051806-68-0.json,0521_307-20220607/0521_307-20220607-054219-68-68.json,0521_307-20220607/0521_307-20220607-051806-68-0.txt,0521_307-20220607/0521_307-20220607-054219-68-68.txt
0521,307,20220608,052428,124-0,060354,130-130,0521_307-20220608/0521_307-20220608-052428-124-0.json,0521_307-20220608/0521_307-20220608-060354-130-130.json,0521_307-20220608/0521_307-20220608-052428-124-0.txt,0521_307-20220608/0521_307-20220608-060354-130-130.txt
0521,307,20220609,052437,114-0,055544,115-115,0521_307-20220609/0521_307-20220609-052437-114-0.json,0521_307-20220609/0521_307-20220609-055544-115-115.json,0521_307-20220609/0521_307-20220609-052437-114-0.txt,0521_307-20220609/0521_307-20220609-055544-115-115.txt
0521,307,20220611,053103,66-0,061041,66-66,0521_307-20220611/0521_307-20220611-053103-66-0.json,0521_307-20220611/0521_307-20220611-061041-66-66.json,0521_307-20220611/0521_307-20220611-053103-66-0.txt,0521_307-20220611/0521_307-20220611-061041-66-66.txt
0521,307,20220613,052330,90-0,054954,93-93,0521_307-20220613/0521_307-20220613-052330-90-0.json,0521_307-20220613/0521_307-20220613-054954-93-93.json,0521_307-20220613/0521_307-20220613-052330-90-0.txt,0521_307-20220613/0521_307-20220613-054954-93-93.txt
0521,307,20220614,054012,138-0,054809,138-138,0521_307-20220614/0521_307-20220614-054012-138-0.json,0521_307-20220614/0521_307-20220614-054809-138-138.json,0521_307-20220614/0521_307-20220614-054012-138-0.txt,0521_307-20220614/0521_307-20220614-054809-138-138.txt
0521,307,20220615,052657,98-0,055451,95-95,0521_307-20220615/0521_307-20220615-052657-98-0.json,0521_307-20220615/0521_307-20220615-055451-95-95.json,0521_307-20220615/0521_307-20220615-052657-98-0.txt,0521_307-20220615/0521_307-20220615-055451-95-95.txt
0521,307,20220616,053457,97-97,055512,97-97,0521_307-20220616/0521_307-20220616-053457-97-97.json,0521_307-20220616/0521_307-20220616-055512-97-97.json,0521_307-20220616/0521_307-20220616-053457-97-97.txt,0521_307-20220616/0521_307-20220616-055512-97-97.txt
0521,307,20220617,052205,96-0,052840,96-96,0521_307-20220617/0521_307-20220617-052205-96-0.json,0521_307-20220617/0521_307-20220617-052840-96-96.json,0521_307-20220617/0521_307-20220617-052205-96-0.txt,0521_307-20220617/0521_307-20220617-052840-96-96.txt
0521,308,20220531,060810,152-0,072716,144-144,0521_308-20220531/0521_308-20220531-060810-152-0.json,0521_308-20220531/0521_308-20220531-072716-144-144.json,0521_308-20220531/0521_308-20220531-060810-152-0.txt,0521_308-20220531/0521_308-20220531-072716-144-144.txt
0521,308,20220601,061019,138-0,072854,134-134,0521_308-20220601/0521_308-20220601-061019-138-0.json,0521_308-20220601/0521_308-20220601-072854-134-134.json,0521_308-20220601/0521_308-20220601-061019-138-0.txt,0521_308-20220601/0521_308-20220601-072854-134-134.txt
0521,308,20220602,055819,142-0,072213,145-145,0521_308-20220602/0521_308-20220602-055819-142-0.json,0521_308-20220602/0521_308-20220602-072213-145-145.json,0521_308-20220602/0521_308-20220602-055819-142-0.txt,0521_308-20220602/0521_308-20220602-072213-145-145.txt
0521,308,20220603,055828,124-0,070137,123-123,0521_308-20220603/0521_308-20220603-055828-124-0.json,0521_308-20220603/0521_308-20220603-070137-123-123.json,0521_308-20220603/0521_308-20220603-055828-124-0.txt,0521_308-20220603/0521_308-20220603-070137-123-123.txt
0521,308,20220607,054758,112-0,064234,111-111,0521_308-20220607/0521_308-20220607-054758-112-0.json,0521_308-20220607/0521_308-20220607-064234-111-111.json,0521_308-20220607/0521_308-20220607-054758-112-0.txt,0521_308-20220607/0521_308-20220607-064234-111-111.txt
