depot,route,date,min,min_rest,max,max_rest,min_path,max_path,min_resp_path,max_resp_path
0521,618,20220622,051220,119-0,062649,122-122,0521_618-20220622/0521_618-20220622-051220-119-0.json,0521_618-20220622/0521_618-20220622-062649-122-122.json,0521_618-20220622/0521_618-20220622-051220-119-0.txt,0521_618-20220622/0521_618-20220622-062649-122-122.txt
0521,620,20220530,062818,114-104,064250,112-112,0521_620-20220530/0521_620-20220530-062818-114-104.json,0521_620-20220530/0521_620-20220530-064250-112-112.json,0521_620-20220530/0521_620-20220530-062818-114-104.txt,0521_620-20220530/0521_620-20220530-064250-112-112.txt
0521,620,20220531,051331,174-0,072914,169-169,0521_620-20220531/0521_620-20220531-051331-174-0.json,0521_620-20220531/0521_620-20220531-072914-169-169.json,0521_620-20220531/0521_620-20220531-051331-174-0.txt,0521_620-20220531/0521_620-20220531-072914-169-169.txt
0521,620,20220601,051904,131-0,065049,126-126,0521_620-20220601/0521_620-20220601-051904-131-0.json,0521_620-20220601/0521_620-20220601-065049-126-126.json,0521_620-20220601/0521_620-20220601-051904-131-0.txt,0521_620-20220601/0521_620-20220601-065049-126-126.txt
0521,620,20220602,051301,128-0,063901,132-132,0521_620-20220602/0521_620-20220602-051301-128-0.json,0521_620-20220602/0521_620-20220602-063901-132-132.json,0521_620-20220602/0521_620-20220602-051301-128-0.txt,0521_620-20220602/0521_620-20220602-063901-132-132.txt
0521,620,20220603,051400,113-0,063839,106-106,0521_620-20220603/0521_620-20220603-051400-113-0.json,0521_620-20220603/0521_620-20220603-063839-106-106.json,0521_620-20220603/0521_620-20220603-051400-113-0.txt,0521_620-20220603/0521_620-20220603-063839-106-106.txt
0521,620,20220607,052505,110-0,064758,108-108,0521_620-20220607/0521_620-20220607-052505-110-0.json,0521_620-20220607/0521_620-20220607-064758-108-108.json,0521_620-20220607/0521_620-20220607-052505-110-0.txt,0521_620-20220607/0521_620-20220607-064758-108-108.txt
0521,620,20220608,051055,150-0,065512,148-148,0521_620-20220608/0521_620-20220608-051055-150-0.json,0521_620-20220608/0521_620-20220608-065512-148-148.json,0521_620-20220608/0521_620-20220608-051055-150-0.txt,0521_620-20220608/0521_620-20220608-065512-148-148.txt
0521,620,20220609,051845,165-0,073914,167-167,0521_620-20220609/0521_620-20220609-051845-165-0.json,0521_620-20220609/0521_620-20220609-073914-167-167.json,0521_620-20220609/0521_620-20220609-051845-165-0.txt,0521_620-20220609/0521_620-20220609-073914-167-167.txt
0521,620,20220610,050822,151-0,065341,150-150,0521_620-20220610/0521_620-20220610-050822-151-0.json,0521_620-20220610/0521_620-20220610-065341-150-150.json,0521_620-20220610/0521_620-20220610-050822-151-0.txt,0521_620-20220610/0521_620-20220610-065341-150-150.txt
0521,620,20220613,051622,113-0,065059,115-115,0521_620-20220613/0521_620-20220613-051622-113-0.json,0521_620-20220613/0521_620-20220613-065059-115-115.json,0521_620-20220613/0521_620-20220613-051622-113-0.txt,0521_620-20220613/0521_620-20220613-065059-115-115.txt
0521,620,20220614,051342,142-0,070026,142-142,0521_620-20220614/0521_620-20220614-051342-142-0.json,0521_620-20220614/0521_620-20220614-070026-142-142.json,0521_620-20220614/0521_620-20220614-051342-142-0.txt,0521_620-20220614/0521_620-20220614-070026-142-142.txt
0521,620,20220615,051124,130-0,065219,133-133,0521_620-20220615/0521_620-20220615-051124-130-0.json,0521_620-20220615/0521_620-20220615-065219-133-133.json,0521_620-20220615/0521_620-20220615-051124-130-0.txt,0521_620-20220615/0521_620-20220615-065219-133-133.txt
0521,620,20220616,051739,134-134,064750,138-138,0521_620-20220616/0521_620-20220616-051739-134-134.json,0521_620-20220616/0521_620-20220616-064750-138-138.json,0521_620-20220616/0521_620-20220616-051739-134-134.txt,0521_620-20220616/0521_620-20220616-064750-138-138.txt
0521,620,20220617,051007,117-0,065903,112-112,0521_620-20220617/0521_620-20220617-051007-117-0.json,0521_620-20220617/0521_620-20220617-065903-112-112.json,0521_620-20220617/0521_620-20220617-051007-117-0.txt,0521_620-20220617/0521_620-20220617-065903-112-112.txt
0521,620,20220620,051234,101-0,063725,96-96,0521_620-20220620/0521_620-20220620-051234-101-0.json,0521_620-20220620/0521_620-20220620-063725-96-96.json,0521_620-20220620/0521_620-20220620-051234-101-0.txt,0521_620-20220620/0521_620-20220620-063725-96-96.txt
0521,620,20220621,051242,124-0,063149,117-117,0521_620-20220621/0521_620-20220621-051242-124-0.json,0521_620-20220621/0521_620-20220621-063149-117-117.json,0521_620-20220621/0521_620-20220621-051242-124-0.txt,0521_620-20220621/0521_620-20220621-063149-117-117.txt
0521,620,20220622,051246,119-0,064113,114-114,0521_620-20220622/0521_620-20220622-051246-119-0.json,0521_620-20220622/0521_620-20220622-064113-114-114.json,0521_620-20220622/0521_620-20220622-051246-119-0.txt,0521_620-20220622/0521_620-20220622-064113-114-114.txt
0521,621,20220530,060953,128-128,064818,128-128,0521_621-20220530/0521_621-20220530-060953-128-128.json,0521_621-20220530/0521_621-20220530-064818-128-128.json,0521_621-20220530/0521_621-20220530-060953-128-128.txt,0521_621-20220530/0521_621-20220530-064818-128-128.txt
0521,621,20220531,050903,209-0,072714,188-188,0521_621-20220531/0521_621-20220531-050903-209-0.json,0521_621-20220531/0521_621-20220531-072714-188-188.json,0521_621-20220531/0521_621-20220531-050903-209-0.txt,0521_621-20220531/0521_621-20220531-072714-188-188.txt
0521,621,20220601,050756,174-0,073042,170-170,0521_621-20220601/0521_621-20220601-050756-174-0.json,0521_621-20220601/0521_621-20220601-073042-170-170.json,0521_621-20220601/0521_621-20220601-050756-174-0.txt,0521_621-20220601/0521_621-20220601-073042-170-170.txt
0521,621,20220602,051416,136-0,064337,139-139,0521_621-20220602/0521_621-20220602-051416-136-0.json,0521_621-20220602/0521_621-20220602-064337-139-139.json,0521_621-20220602/0521_621-20220602-051416-136-0.txt,0521_621-20220602/0521_621-20220602-064337-139-139.txt
0521,621,20220603,051547,144-0,070922,143-143,0521_621-20220603/0521_621-20220603-051547-144-0.json,0521_621-20220603/0521_621-20220603-070922-143-143.json,0521_621-20220603/0521_621-20220603-051547-144-0.txt,0521_621-20220603/0521_621-20220603-070922-143-143.txt
0521,621,20220604,053443,62-0,064228,59-59,0521_621-20220604/0521_621-20220604-053443-62-0.json,0521_621-20220604/0521_621-20220604-064228-59-59.json,0521_621-20220604/0521_621-20220604-053443-62-0.txt,0521_621-20220604/0521_621-20220604-064228-59-59.txt
0521,621,20220607,051653,94-0,062309,99-99,0521_621-20220607/0521_621-20220607-051653-94-0.json,0521_621-20220607/0521_621-20220607-062309-99-99.json,0521_621-20220607/0521_621-20220607-051653-94-0.txt,0521_621-20220607/0521_621-20220607-062309-99-99.txt
0521,621,20220608,050755,169-0,071815,171-171,0521_621-20220608/0521_621-20220608-050755-169-0.json,0521_621-20220608/0521_621-20220608-071815-171-171.json,0521_621-20220608/0521_621-20220608-050755-169-0.txt,0521_621-20220608/0521_621-20220608-071815-171-171.txt
0521,621,20220609,050504,190-0,072152,174-174,0521_621-20220609/0521_621-20220609-050504-190-0.json,0521_621-20220609/0521_621-20220609-072152-174-174.json,0521_621-20220609/0521_621-20220609-050504-190-0.txt,0521_621-20220609/0521_621-20220609-072152-174-174.txt
0521,621,20220610,050626,157-0,064931,161-161,0521_621-20220610/0521_621-20220610-050626-157-0.json,0521_621-20220610/0521_621-20220610-064931-161-161.json,0521_621-20220610/0521_621-20220610-050626-157-0.txt,0521_621-20220610/0521_621-20220610-064931-161-161.txt
0521,621,20220613,050642,141-0,064647,127-127,0521_621-20220613/0521_621-20220613-050642-141-0.json,0521_621-20220613/0521_621-20220613-064647-127-127.json,0521_621-20220613/0521_621-20220613-050642-141-0.txt,0521_621-20220613/0521_621-20220613-064647-127-127.txt
0521,621,20220614,050803,196-0,072755,180-180,0521_621-20220614/0521_621-20220614-050803-196-0.json,0521_621-20220614/0521_621-20220614-072755-180-180.json,0521_621-20220614/0521_621-20220614-050803-196-0.txt,0521_621-20220614/0521_621-20220614-072755-180-180.txt
0521,621,20220615,050944,169-0,065452,142-142,0521_621-20220615/0521_621-20220615-050944-169-0.json,0521_621-20220615/0521_621-20220615-065452-142-142.json,0521_621-20220615/0521_621-20220615-050944-169-0.txt,0521_621-20220615/0521_621-20220615-065452-142-142.txt
0521,621,20220616,051418,155-0,064935,142-142,0521_621-20220616/0521_621-20220616-051418-155-0.json,0521_621-20220616/0521_621-20220616-064935-142-142.json,0521_621-20220616/0521_621-20220616-051418-155-0.txt,0521_621-20220616/0521_621-20220616-064935-142-142.txt
0521,621,20220617,050923,135-0,063000,133-133,0521_621-20220617/0521_621-20220617-050923-135-0.json,0521_621-20220617/0521_621-20220617-063000-133-133.json,0521_621-20220617/0521_621-20220617-050923-135-0.txt,0521_621-20220617/0521_621-20220617-063000-133-133.txt
0521,621,20220620,050938,116-0,064255,106-106,0521_621-20220620/0521_621-20220620-050938-116-0.json,0521_621-20220620/0521_621-20220620-064255-106-106.json,0521_621-20220620/0521_621-20220620-050938-116-0.txt,0521_621-20220620/0521_621-20220620-064255-106-106.txt
0521,621,20220621,050440,183-0,072503,183-183,0521_621-20220621/0521_621-20220621-050440-183-0.json,0521_621-20220621/0521_621-20220621-072503-183-183.json,0521_621-20220621/0521_621-20220621-050440-183-0.txt,0521_621-20220621/0521_621-20220621-072503-183-183.txt
0521,621,20220622,051140,151-0,065439,132-132,0521_621-20220622/0521_621-20220622-051140-151-0.json,0521_621-20220622/0521_621-20220622-065439-132-132.json,0521_621-20220622/0521_621-20220622-051140-151-0.txt,0521_621-20220622/0521_621-20220622-065439-132-132.txt
0521,624,20220530,062319,184-0,064119,179-179,0521_624-20220530/0521_624-20220530-062319-184-0.json,0521_624-20220530/0521_624-20220530-064119-179-179.json,0521_624-20220530/0521_624-20220530-062319-184-0.txt,0521_624-20220530/0521_624-20220530-064119-179-179.txt
0521,624,20220531,061931,207-0,064220,192-192,0521_624-20220531/0521_624-20220531-061931-207-0.json,0521_624-20220531/0521_624-20220531-064220-192-192.json,0521_624-20220531/0521_624-20220531-061931-207-0.txt,0521_624-20220531/0521_624-20220531-064220-192-192.txt
0521,624,20220601,062904,209-0,064947,204-204,0521_624-20220601/0521_624-20220601-062904-209-0.json,0521_624-20220601/0521_624-20220601-064947-204-204.json,0521_624-20220601/0521_624-20220601-062904-209-0.txt,0521_624-20220601/0521_624-20220601-064947-204-204.txt
0521,624,20220602,060724,176-0,062510,171-171,0521_624-20220602/0521_624-20220602-060724-176-0.json,0521_624-20220602/0521_624-20220602-062510-171-171.json,0521_624-20220602/0521_624-20220602-060724-176-0.txt,0521_624-20220602/0521_624-20220602-062510-171-171.txt
0521,624,20220603,061635,150-0,063502,145-145,0521_624-20220603/0521_624-20220603-061635-150-0.json,0521_624-20220603/0521_624-20220603-063502-145-145.json,0521_624-20220603/0521_624-20220603-061635-150-0.txt,0521_624-20220603/0521_624-20220603-063502-145-145.txt
0521,624,20220604,054355,61-0,063334,54-54,0521_624-20220604/0521_624-20220604-054355-61-0.json,0521_624-20220604/0521_624-20220604-063334-54-54.json,0521_624-20220604/0521_624-20220604-054355-61-0.txt,0521_624-20220604/0521_624-20220604-063334-54-54.txt
0521,624,20220607,052141,124-0,062312,132-132,0521_624-20220607/0521_624-20220607-052141-124-0.json,0521_624-20220607/0521_624-20220607-062312-132-132.json,0521_624-20220607/0521_624-20220607-052141-124-0.txt,0521_624-20220607/0521_624-20220607-062312-132-132.txt
0521,624,20220608,061405,216-0,063508,198-198,0521_624-20220608/0521_624-20220608-061405-216-0.json,0521_624-20220608/0521_624-20220608-063508-198-198.json,0521_624-20220608/0521_624-20220608-061405-216-0.txt,0521_624-20220608/0521_624-20220608-063508-198-198.txt
0521,624,20220609,063533,214-0,065503,194-194,0521_624-20220609/0521_624-20220609-063533-214-0.json,0521_624-20220609/0521_624-20220609-065503-194-194.json,0521_624-20220609/0521_624-20220609-063533-214-0.txt,0521_624-20220609/0521_624-20220609-065503-194-194.txt
0521,624,20220610,062007,208-0,064735,183-183,0521_624-20220610/0521_624-20220610-062007-208-0.json,0521_624-20220610/0521_624-20220610-064735-183-183.json,0521_624-20220610/0521_624-20220610-062007-208-0.txt,0521_624-20220610/0521_624-20220610-064735-183-183.txt
0521,624,20220613,055235,156-0,061629,153-153,0521_624-20220613/0521_624-20220613-055235-156-0.json,0521_624-20220613/0521_624-20220613-061629-153-153.json,0521_624-20220613/0521_624-20220613-055235-156-0.txt,0521_624-20220613/0521_624-20220613-061629-153-153.txt
0521,624,20220614,061955,205-0,063709,185-185,0521_624-20220614/0521_624-20220614-061955-205-0.json,0521_624-20220614/0521_624-20220614-063709-185-185.json,0521_624-20220614/0521_624-20220614-061955-205-0.txt,0521_624-20220614/0521_624-20220614-063709-185-185.txt
0521,624,20220615,060933,178-0,063115,158-158,0521_624-20220615/0521_624-20220615-060933-178-0.json,0521_624-20220615/0521_624-20220615-063115-158-158.json,0521_624-20220615/0521_624-20220615-060933-178-0.txt,0521_624-20220615/0521_624-20220615-063115-158-158.txt
0521,624,20220616,060745,163-0,063026,158-158,0521_624-20220616/0521_624-20220616-060745-163-0.json,0521_624-20220616/0521_624-20220616-063026-158-158.json,0521_624-20220616/0521_624-20220616-060745-163-0.txt,0521_624-20220616/0521_624-20220616-063026-158-158.txt
0521,624,20220617,060736,166-0,062705,147-147,0521_624-20220617/0521_624-20220617-060736-166-0.json,0521_624-20220617/0521_624-20220617-062705-147-147.json,0521_624-20220617/0521_624-20220617-060736-166-0.txt,0521_624-20220617/0521_624-20220617-062705-147-147.txt
0521,624,20220620,055704,125-0,062638,124-124,0521_624-20220620/0521_624-20220620-055704-125-0.json,0521_624-20220620/0521_624-20220620-062638-124-124.json,0521_624-20220620/0521_624-20220620-055704-125-0.txt,0521_624-20220620/0521_624-20220620-062638-124-124.txt
0521,624,20220621,061427,189-0,064530,159-157,0521_624-20220621/0521_624-20220621-061427-189-0.json,0521_624-20220621/0521_624-20220621-064530-159-157.json,0521_624-20220621/0521_624-20220621-061427-189-0.txt,0521_624-20220621/0521_624-20220621-064530-159-157.txt
0521,624,20220622,055005,154-0,061520,147-147,0521_624-20220622/0521_624-20220622-055005-154-0.json,0521_624-20220622/0521_624-20220622-061520-147-147.json,0521_624-20220622/0521_624-20220622-055005-154-0.txt,0521_624-20220622/0521_624-20220622-061520-147-147.txt
0521,625,20220530,064113,120-120,064150,120-120,0521_625-20220530/0521_625-20220530-064113-120-120.json,0521_625-20220530/0521_625-20220530-064150-120-120.json,0521_625-20220530/0521_625-20220530-064113-120-120.txt,0521_625-20220530/0521_625-20220530-064150-120-120.txt
0521,625,20220531,054507,163-0,063226,142-142,0521_625-20220531/0521_625-20220531-054507-163-0.json,0521_625-20220531/0521_625-20220531-063226-142-142.json,0521_625-20220531/0521_625-20220531-054507-163-0.txt,0521_625-20220531/0521_625-20220531-063226-142-142.txt
0521,625,20220601,054433,195-0,064618,187-187,0521_625-20220601/0521_625-20220601-054433-195-0.json,0521_625-20220601/0521_625-20220601-064618-187-187.json,0521_625-20220601/0521_625-20220601-054433-195-0.txt,0521_625-20220601/0521_625-20220601-064618-187-187.txt
0521,625,20220602,060659,171-0,070743,137-137,0521_625-20220602/0521_625-20220602-060659-171-0.json,0521_625-20220602/0521_625-20220602-070743-137-137.json,0521_625-20220602/0521_625-20220602-060659-171-0.txt,0521_625-20220602/0521_625-20220602-070743-137-137.txt
0521,625,20220603,052135,142-0,061521,139-139,0521_625-20220603/0521_625-20220603-052135-142-0.json,0521_625-20220603/0521_625-20220603-061521-139-139.json,0521_625-20220603/0521_625-20220603-052135-142-0.txt,0521_625-20220603/0521_625-20220603-061521-139-139.txt
0521,625,20220604,060831,85-0,065037,85-85,0521_625-20220604/0521_625-20220604-060831-85-0.json,0521_625-20220604/0521_625-20220604-065037-85-85.json,0521_625-20220604/0521_625-20220604-060831-85-0.txt,0521_625-20220604/0521_625-20220604-065037-85-85.txt
0521,625,20220607,053207,125-0,062220,124-124,0521_625-20220607/0521_625-20220607-053207-125-0.json,0521_625-20220607/0521_625-20220607-062220-124-124.json,0521_625-20220607/0521_625-20220607-053207-125-0.txt,0521_625-20220607/0521_625-20220607-062220-124-124.txt
0521,625,20220608,054755,172-0,065904,168-168,0521_625-20220608/0521_625-20220608-054755-172-0.json,0521_625-20220608/0521_625-20220608-065904-168-168.json,0521_625-20220608/0521_625-20220608-054755-172-0.txt,0521_625-20220608/0521_625-20220608-065904-168-168.txt
0521,625,20220609,054657,288-0,070034,151-151,0521_625-20220609/0521_625-20220609-054657-288-0.json,0521_625-20220609/0521_625-20220609-070034-151-151.json,0521_625-20220609/0521_625-20220609-054657-288-0.txt,0521_625-20220609/0521_625-20220609-070034-151-151.txt
0521,625,20220610,063030,174-0,072844,144-144,0521_625-20220610/0521_625-20220610-063030-174-0.json,0521_625-20220610/0521_625-20220610-072844-144-144.json,0521_625-20220610/0521_625-20220610-063030-174-0.txt,0521_625-20220610/0521_625-20220610-072844-144-144.txt
0521,625,20220613,054522,162-0,065622,157-157,0521_625-20220613/0521_625-20220613-054522-162-0.json,0521_625-20220613/0521_625-20220613-065622-157-157.json,0521_625-20220613/0521_625-20220613-054522-162-0.txt,0521_625-20220613/0521_625-20220613-065622-157-157.txt
0521,625,20220614,053818,170-0,063752,165-165,0521_625-20220614/0521_625-20220614-053818-170-0.json,0521_625-20220614/0521_625-20220614-063752-165-165.json,0521_625-20220614/0521_625-20220614-053818-170-0.txt,0521_625-20220614/0521_625-20220614-063752-165-165.txt
0521,625,20220615,053444,159-0,064022,154-154,0521_625-20220615/0521_625-20220615-053444-159-0.json,0521_625-20220615/0521_625-20220615-064022-154-154.json,0521_625-20220615/0521_625-20220615-053444-159-0.txt,0521_625-20220615/0521_625-20220615-064022-154-154.txt
0521,625,20220616,053751,165-0,065719,154-154,0521_625-20220616/0521_625-20220616-053751-165-0.json,0521_625-20220616/0521_625-20220616-065719-154-154.json,0521_625-20220616/0521_625-20220616-053751-165-0.txt,0521_625-20220616/0521_625-20220616-065719-154-154.txt
0521,625,20220617,061117,154-0,072033,153-153,0521_625-20220617/0521_625-20220617-061117-154-0.json,0521_625-20220617/0521_625-20220617-072033-153-153.json,0521_625-20220617/0521_625-20220617-061117-154-0.txt,0521_625-20220617/0521_625-20220617-072033-153-153.txt
0521,625,20220620,053413,103-0,061226,98-98,0521_625-20220620/0521_625-20220620-053413-103-0.json,0521_625-20220620/0521_625-20220620-061226-98-98.json,0521_625-20220620/0521_625-20220620-053413-103-0.txt,0521_625-20220620/0521_625-20220620-061226-98-98.txt
0521,625,20220621,052551,163-0,060810,157-157,0521_625-20220621/0521_625-20220621-052551-163-0.json,0521_625-20220621/0521_625-20220621-060810-157-157.json,0521_625-20220621/0521_625-20220621-052551-163-0.txt,0521_625-20220621/0521_625-20220621-060810-157-157.txt
0521,625,20220622,052955,172-0,062534,169-169,0521_625-20220622/0521_625-20220622-052955-172-0.json,0521_625-20220622/0521_625-20220622-062534-169-169.json,0521_625-20220622/0521_625-20220622-052955-172-0.txt,0521_625-20220622/0521_625-20220622-062534-169-169.txt
0521,626,20220530,061012,181-0,073849,136-136,0521_626-20220530/0521_626-20220530-061012-181-0.json,0521_626-20220530/0521_626-20220530-073849-136-136.json,0521_626-20220530/0521_626-20220530-061012-181-0.txt,0521_626-20220530/0521_626-20220530-073849-136-136.txt
0521,626,20220531,062310,185-0,082229,182-182,0521_626-20220531/0521_626-20220531-062310-185-0.json,0521_626-20220531/0521_626-20220531-082229-182-182.json,0521_626-20220531/0521_626-20220531-062310-185-0.txt,0521_626-20220531/0521_626-20220531-082229-182-182.txt
0521,626,20220601,061656,221-0,075046,152-152,0521_626-20220601/0521_626-20220601-061656-221-0.json,0521_626-20220601/0521_626-20220601-075046-152-152.json,0521_626-20220601/0521_626-20220601-061656-221-0.txt,0521_626-20220601/0521_626-20220601-075046-152-152.txt
0521,626,20220602,061428,206-0,074600,144-144,0521_626-20220602/0521_626-20220602-061428-206-0.json,0521_626-20220602/0521_626-20220602-074600-144-144.json,0521_626-20220602/0521_626-20220602-061428-206-0.txt,0521_626-20220602/0521_626-20220602-074600-144-144.txt
0521,626,20220603,062107,180-0,075410,142-142,0521_626-20220603/0521_626-20220603-062107-180-0.json,0521_626-20220603/0521_626-20220603-075410-142-142.json,0521_626-20220603/0521_626-20220603-062107-180-0.txt,0521_626-20220603/0521_626-20220603-075410-142-142.txt
0521,626,20220607,050637,91-0,060647,96-96,0521_626-20220607/0521_626-20220607-050637-91-0.json,0521_626-20220607/0521_626-20220607-060647-96-96.json,0521_626-20220607/0521_626-20220607-050637-91-0.txt,0521_626-20220607/0521_626-20220607-060647-96-96.txt
0521,626,20220608,051138,134-0,064138,143-143,0521_626-20220608/0521_626-20220608-051138-134-0.json,0521_626-20220608/0521_626-20220608-064138-143-143.json,0521_626-20220608/0521_626-20220608-051138-134-0.txt,0521_626-20220608/0521_626-20220608-064138-143-143.txt
0521,626,20220609,052102,138-0,070331,133-133,0521_626-20220609/0521_626-20220609-052102-138-0.json,0521_626-20220609/0521_626-20220609-070331-133-133.json,0521_626-20220609/0521_626-20220609-052102-138-0.txt,0521_626-20220609/0521_626-20220609-070331-133-133.txt
0521,626,20220610,053850,139-0,070240,146-146,0521_626-20220610/0521_626-20220610-053850-139-0.json,0521_626-20220610/0521_626-20220610-070240-146-146.json,0521_626-20220610/0521_626-20220610-053850-139-0.txt,0521_626-20220610/0521_626-20220610-070240-146-146.txt
0521,626,20220613,051546,103-0,065438,101-101,0521_626-20220613/0521_626-20220613-051546-103-0.json,0521_626-20220613/0521_626-20220613-065438-101-101.json,0521_626-20220613/0521_626-20220613-051546-103-0.txt,0521_626-20220613/0521_626-20220613-065438-101-101.txt
0521,626,20220614,052320,168-0,070534,137-137,0521_626-20220614/0521_626-20220614-052320-168-0.json,0521_626-20220614/0521_626-20220614-070534-137-137.json,0521_626-20220614/0521_626-20220614-052320-168-0.txt,0521_626-20220614/0521_626-20220614-070534-137-137.txt
0521,626,20220615,052114,147-0,063531,123-123,0521_626-20220615/0521_626-20220615-052114-147-0.json,0521_626-20220615/0521_626-20220615-063531-123-123.json,0521_626-20220615/0521_626-20220615-052114-147-0.txt,0521_626-20220615/0521_626-20220615-063531-123-123.txt
0521,626,20220616,051842,134-0,063348,136-136,0521_626-20220616/0521_626-20220616-051842-134-0.json,0521_626-20220616/0521_626-20220616-063348-136-136.json,0521_626-20220616/0521_626-20220616-051842-134-0.txt,0521_626-20220616/0521_626-20220616-063348-136-136.txt
0521,626,20220617,051350,136-0,062600,105-105,0521_626-20220617/0521_626-20220617-051350-136-0.json,0521_626-20220617/0521_626-20220617-062600-105-105.json,0521_626-20220617/0521_626-20220617-051350-136-0.txt,0521_626-20220617/0521_626-20220617-062600-105-105.txt
0521,626,20220620,051545,96-0,060921,89-89,0521_626-20220620/0521_626-20220620-051545-96-0.json,0521_626-20220620/0521_626-20220620-060921-89-89.json,0521_626-20220620/0521_626-20220620-051545-96-0.txt,0521_626-20220620/0521_626-20220620-060921-89-89.txt
0521,626,20220621,052301,200-0,071906,135-135,0521_626-20220621/0521_626-20220621-052301-200-0.json,0521_626-20220621/0521_626-20220621-071906-135-135.json,0521_626-20220621/0521_626-20220621-052301-200-0.txt,0521_626-20220621/0521_626-20220621-071906-135-135.txt
0521,626,20220622,051509,175-0,064832,109-109,0521_626-20220622/0521_626-20220622-051509-175-0.json,0521_626-20220622/0521_626-20220622-064832-109-109.json,0521_626-20220622/0521_626-20220622-051509-175-0.txt,0521_626-20220622/0521_626-20220622-064832-109-109.txt
0521,627,20220531,085335,189-0,101555,124-124,0521_627-20220531/0521_627-20220531-085335-189-0.json,0521_627-20220531/0521_627-20220531-101555-124-124.json,0521_627-20220531/0521_627-20220531-085335-189-0.txt,0521_627-20220531/0521_627-20220531-101555-124-124.txt
0521,627,20220601,082233,131-0,093128,91-91,0521_627-20220601/0521_627-20220601-082233-131-0.json,0521_627-20220601/0521_627-20220601-093128-91-91.json,0521_627-20220601/0521_627-20220601-082233-131-0.txt,0521_627-20220601/0521_627-20220601-093128-91-91.txt
0521,627,20220602,081955,116-0,085933,103-103,0521_627-20220602/0521_627-20220602-081955-116-0.json,0521_627-20220602/0521_627-20220602-085933-103-103.json,0521_627-20220602/0521_627-20220602-081955-116-0.txt,0521_627-20220602/0521_627-20220602-085933-103-103.txt
0521,627,20220603,082520,106-0,102852,105-105,0521_627-20220603/0521_627-20220603-082520-106-0.json,0521_627-20220603/0521_627-20220603-102852-105-105.json,0521_627-20220603/0521_627-20220603-082520-106-0.txt,0521_627-20220603/0521_627-20220603-102852-105-105.txt
0521,627,20220607,083915,65-0,091155,62-62,0521_627-20220607/0521_627-20220607-083915-65-0.json,0521_627-20220607/0521_627-20220607-091155-62-62.json,0521_627-20220607/0521_627-20220607-083915-65-0.txt,0521_627-20220607/0521_627-20220607-091155-62-62.txt
0521,627,20220608,090800,185-0,111514,184-184,0521_627-20220608/0521_627-20220608-090800-185-0.json,0521_627-20220608/0521_627-20220608-111514-184-184.json,0521_627-20220608/0521_627-20220608-090800-185-0.txt,0521_627-20220608/0521_627-20220608-111514-184-184.txt
0521,627,20220609,085915,169-0,100147,114-114,0521_627-20220609/0521_627-20220609-085915-169-0.json,0521_627-20220609/0521_627-20220609-100147-114-114.json,0521_627-20220609/0521_627-20220609-085915-169-0.txt,0521_627-20220609/0521_627-20220609-100147-114-114.txt
0521,627,20220610,085434,82-82,093852,79-79,0521_627-20220610/0521_627-20220610-085434-82-82.json,0521_627-20220610/0521_627-20220610-093852-79-79.json,0521_627-20220610/0521_627-20220610-085434-82-82.txt,0521_627-20220610/0521_627-20220610-093852-79-79.txt
0521,627,20220613,084751,111-0,094841,106-106,0521_627-20220613/0521_627-20220613-084751-111-0.json,0521_627-20220613/0521_627-20220613-094841-106-106.json,0521_627-20220613/0521_627-20220613-084751-111-0.txt,0521_627-20220613/0521_627-20220613-094841-106-106.txt
0521,627,20220614,082055,121-0,091037,97-97,0521_627-20220614/0521_627-20220614-082055-121-0.json,0521_627-20220614/0521_627-20220614-091037-97-97.json,0521_627-20220614/0521_627-20220614-082055-121-0.txt,0521_627-20220614/0521_627-20220614-091037-97-97.txt
0521,627,20220615,083835,134-0,093143,85-85,0521_627-20220615/0521_627-20220615-083835-134-0.json,0521_627-20220615/0521_627-20220615-093143-85-85.json,0521_627-20220615/0521_627-20220615-083835-134-0.txt,0521_627-20220615/0521_627-20220615-093143-85-85.txt
0521,627,20220616,092345,100-100,092345,100-100,0521_627-20220616/0521_627-20220616-092345-100-100.json,0521_627-20220616/0521_627-20220616-092345-100-100.json,0521_627-20220616/0521_627-20220616-092345-100-100.txt,0521_627-20220616/0521_627-20220616-092345-100-100.txt
0521,627,20220617,081728,106-0,091218,83-83,0521_627-20220617/0521_627-20220617-081728-106-0.json,0521_627-20220617/0521_627-20220617-091218-83-83.json,0521_627-20220617/0521_627-20220617-081728-106-0.txt,0521_627-20220617/0521_627-20220617-091218-83-83.txt
0521,627,20220620,081608,89-0,090036,88-88,0521_627-20220620/0521_627-20220620-081608-89-0.json,0521_627-20220620/0521_627-20220620-090036-88-88.json,0521_627-20220620/0521_627-20220620-081608-89-0.txt,0521_627-20220620/0521_627-20220620-090036-88-88.txt
0521,627,20220621,083630,163-0,094457,105-105,0521_627-20220621/0521_627-20220621-083630-163-0.json,0521_627-20220621/0521_627-20220621-094457-105-105.json,0521_627-20220621/0521_627-20220621-083630-163-0.txt,0521_627-20220621/0521_627-20220621-094457-105-105.txt
